File:val_0.JPEG Class: motor_scooter Failured class: cannon Eps: 0.023395538330078125
File:val_284.JPEG Class: go-kart Failured class: go-kart Eps: 0.07926559448242188
File:val_355.JPEG Class: bearskin Failured class: chain_saw Eps: 0.008167266845703125
File:val_505.JPEG Class: amphibian Failured class: amphibian Eps: 0.10619735717773438
File:val_1007.JPEG Class: screen Failured class: jigsaw_puzzle Eps: 0.08281326293945312
File:val_1008.JPEG Class: ant Failured class: ant Eps: 0.12694931030273438
File:val_1262.JPEG Class: chain_saw Failured class: chain_saw Eps: 0.025157928466796875
File:val_1747.JPEG Class: go-kart Failured class: go-kart Eps: 0.060573577880859375
File:val_1765.JPEG Class: thresher Failured class: milk_can Eps: 0.010318756103515625
File:val_2040.JPEG Class: thresher Failured class: thresher Eps: 0.07532882690429688
File:val_2134.JPEG Class: neck_brace Failured class: banjo Eps: 0.010990142822265625
File:val_2507.JPEG Class: amphibian Failured class: amphibian Eps: 0.001018524169921875
File:val_2556.JPEG Class: go-kart Failured class: go-kart Eps: 0.09875106811523438
File:val_2843.JPEG Class: lawn_mower Failured class: harvester Eps: 0.010929107666015625
File:val_3124.JPEG Class: speedboat Failured class: speedboat Eps: 0.003429412841796875
File:val_3433.JPEG Class: chain_saw Failured class: chain_saw Eps: 0.009593963623046875
File:val_3473.JPEG Class: thresher Failured class: tractor Eps: 0.041584014892578125
File:val_3507.JPEG Class: go-kart Failured class: jigsaw_puzzle Eps: 0.07088088989257812
File:val_3780.JPEG Class: go-kart Failured class: go-kart Eps: 0.07403182983398438
File:val_4284.JPEG Class: thresher Failured class: thresher Eps: 0.028087615966796875
File:val_4316.JPEG Class: bobsled Failured class: hip Eps: 0.024829864501953125
File:val_4527.JPEG Class: bearskin Failured class: bearskin Eps: 0.056758880615234375
File:val_4839.JPEG Class: go-kart Failured class: tow_truck Eps: 0.09112930297851562
File:val_4964.JPEG Class: valley Failured class: alp Eps: 0.06401443481445312
File:val_4982.JPEG Class: amphibian Failured class: ox Eps: 0.10380935668945312
File:val_5237.JPEG Class: neck_brace Failured class: komondor Eps: 0.020267486572265625
File:val_5388.JPEG Class: thresher Failured class: lawn_mower Eps: 0.005390167236328125
File:val_5453.JPEG Class: thresher Failured class: tractor Eps: 0.030078887939453125
File:val_5570.JPEG Class: German_shepherd Failured class: wire-haired_fox_terrier Eps: 0.000614166259765625
File:val_5585.JPEG Class: milk_can Failured class: barrel Eps: 0.000217437744140625
File:val_5887.JPEG Class: seashore Failured class: amphibian Eps: 0.000415802001953125
File:val_6087.JPEG Class: amphibian Failured class: amphibian Eps: 0.07354354858398438
File:val_6988.JPEG Class: amphibian Failured class: amphibian Eps: 0.08237838745117188
File:val_7043.JPEG Class: amphibian Failured class: armadillo Eps: 0.11281204223632812
File:val_7349.JPEG Class: rock_python Failured class: rock_python Eps: 0.013225555419921875
File:val_7384.JPEG Class: go-kart Failured class: water_buffalo Eps: 0.058353424072265625
../../../tiny-imagenet-200/val/images/val_7470.JPEG was skipped due to a ValueError.
File:val_8190.JPEG Class: thresher Failured class: thresher Eps: 0.08289718627929688
File:val_8961.JPEG Class: half_track Failured class: half_track Eps: 0.033611297607421875
File:val_9064.JPEG Class: go-kart Failured class: tractor Eps: 0.020984649658203125
File:val_9217.JPEG Class: go-kart Failured class: go-kart Eps: 0.006633758544921875
File:val_9220.JPEG Class: amphibian Failured class: jigsaw_puzzle Eps: 0.09901809692382812
File:val_9322.JPEG Class: go-kart Failured class: go-kart Eps: 0.025203704833984375
File:val_9382.JPEG Class: go-kart Failured class: go-kart Eps: 0.08689498901367188
File:val_9418.JPEG Class: amphibian Failured class: amphibian Eps: 0.062068939208984375
File:val_9638.JPEG Class: assault_rifle Failured class: violin Eps: 0.042041778564453125
File:val_9640.JPEG Class: thresher Failured class: thresher Eps: 0.024135589599609375
File:val_9648.JPEG Class: go-kart Failured class: jigsaw_puzzle Eps: 0.09468460083007812
File:val_9939.JPEG Class: bearskin Failured class: bearskin Eps: 0.026775360107421875
File:val_9996.JPEG Class: sports_car Failured class: sports_car Eps: 0.024913787841796875
File:val_1.JPEG Class: red-breasted_merganser Failured class: red-breasted_merganser Eps: 0.000545501708984375
File:val_128.JPEG Class: redbone Failured class: redbone Eps: 0.000484466552734375
File:val_136.JPEG Class: seashore Failured class: steel_arch_bridge Eps: 0.002445220947265625
File:val_251.JPEG Class: revolver Failured class: tarantula Eps: 0.052722930908203125
File:val_414.JPEG Class: reel Failured class: grey_whale Eps: 0.000202178955078125
File:val_440.JPEG Class: grey_whale Failured class: tarantula Eps: 0.042499542236328125
File:val_1043.JPEG Class: sidewinder Failured class: horned_viper Eps: 0.11258316040039062
../../../tiny-imagenet-200/val/images/val_1379.JPEG was skipped due to a ValueError.
File:val_1669.JPEG Class: screen Failured class: television Eps: 0.11430740356445312
File:val_1823.JPEG Class: chime Failured class: chain Eps: 0.020557403564453125
File:val_1906.JPEG Class: muzzle Failured class: muzzle Eps: 0.000377655029296875
File:val_2446.JPEG Class: assault_rifle Failured class: assault_rifle Eps: 0.016811370849609375
File:val_2627.JPEG Class: submarine Failured class: missile Eps: 0.029132843017578125
../../../tiny-imagenet-200/val/images/val_2691.JPEG was skipped due to a ValueError.
File:val_2778.JPEG Class: maraca Failured class: maraca Eps: 0.07946395874023438
File:val_2972.JPEG Class: moving_van Failured class: moving_van Eps: 0.015865325927734375
File:val_3829.JPEG Class: can_opener Failured class: can_opener Eps: 0.001857757568359375
File:val_3856.JPEG Class: revolver Failured class: revolver Eps: 0.042247772216796875
File:val_4364.JPEG Class: seashore Failured class: seashore Eps: 0.001903533935546875
File:val_4538.JPEG Class: reel Failured class: dragonfly Eps: 0.061832427978515625
File:val_5040.JPEG Class: tobacco_shop Failured class: tobacco_shop Eps: 0.014446258544921875
File:val_5246.JPEG Class: tailed_frog Failured class: slug Eps: 0.09152603149414062
File:val_5315.JPEG Class: bolo_tie Failured class: bolo_tie Eps: 0.042232513427734375
File:val_5358.JPEG Class: bassoon Failured class: marmoset Eps: 0.047870635986328125
File:val_5381.JPEG Class: revolver Failured class: revolver Eps: 0.012966156005859375
File:val_5514.JPEG Class: crane Failured class: crane Eps: 0.09420394897460938
File:val_5571.JPEG Class: ski Failured class: trimaran Eps: 0.001850128173828125
File:val_5579.JPEG Class: nematode Failured class: nematode Eps: 0.000286102294921875
File:val_5722.JPEG Class: reel Failured class: revolver Eps: 0.06352615356445312
File:val_6018.JPEG Class: reel Failured class: reel Eps: 0.07450485229492188
File:val_6032.JPEG Class: common_newt Failured class: gar Eps: 0.11003494262695312
File:val_6243.JPEG Class: chime Failured class: screw Eps: 0.007205963134765625
File:val_6354.JPEG Class: plunger Failured class: African_hunting_dog Eps: 0.038516998291015625
File:val_6651.JPEG Class: letter_opener Failured class: letter_opener Eps: 0.11840438842773438
File:val_6768.JPEG Class: revolver Failured class: revolver Eps: 0.025447845458984375
../../../tiny-imagenet-200/val/images/val_7345.JPEG was skipped due to a ValueError.
File:val_7626.JPEG Class: rotisserie Failured class: tobacco_shop Eps: 0.000247955322265625
File:val_7704.JPEG Class: revolver Failured class: revolver Eps: 0.09894943237304688
File:val_7745.JPEG Class: throne Failured class: throne Eps: 0.024166107177734375
File:val_7909.JPEG Class: assault_rifle Failured class: assault_rifle Eps: 0.055980682373046875
File:val_7979.JPEG Class: fox_squirrel Failured class: marmoset Eps: 0.014087677001953125
File:val_8027.JPEG Class: reel Failured class: chain_saw Eps: 0.016513824462890625
File:val_8670.JPEG Class: reel Failured class: hatchet Eps: 0.002338409423828125
File:val_8715.JPEG Class: chiffonier Failured class: chiffonier Eps: 0.010875701904296875
File:val_9054.JPEG Class: mousetrap Failured class: cheetah Eps: 0.058368682861328125
File:val_9136.JPEG Class: chain_saw Failured class: ballpoint Eps: 0.011737823486328125
File:val_9384.JPEG Class: reel Failured class: marmoset Eps: 0.043262481689453125
File:val_9425.JPEG Class: chain_saw Failured class: knot Eps: 0.009143829345703125
File:val_9471.JPEG Class: skunk Failured class: chain_saw Eps: 0.002063751220703125
File:val_9481.JPEG Class: chain_saw Failured class: chain_saw Eps: 0.038341522216796875
File:val_2.JPEG Class: screen Failured class: packet Eps: 0.006549835205078125
File:val_535.JPEG Class: milk_can Failured class: milk_can Eps: 0.15409469604492188
File:val_562.JPEG Class: milk_can Failured class: milk_can Eps: 0.09103012084960938
File:val_565.JPEG Class: shoji Failured class: shoji Eps: 0.012905120849609375
File:val_705.JPEG Class: refrigerator Failured class: mousetrap Eps: 0.057758331298828125
File:val_852.JPEG Class: barometer Failured class: shower_curtain Eps: 0.001819610595703125
File:val_865.JPEG Class: frying_pan Failured class: wok Eps: 0.018848419189453125
../../../tiny-imagenet-200/val/images/val_1202.JPEG was skipped due to a ValueError.
File:val_1282.JPEG Class: dishwasher Failured class: dishwasher Eps: 0.005077362060546875
File:val_1304.JPEG Class: eggnog Failured class: measuring_cup Eps: 0.049808502197265625
File:val_1662.JPEG Class: milk_can Failured class: toyshop Eps: 0.014957427978515625
File:val_1921.JPEG Class: safety_pin Failured class: safety_pin Eps: 0.010921478271484375
File:val_2035.JPEG Class: rotisserie Failured class: laptop Eps: 0.006305694580078125
File:val_2699.JPEG Class: chiffonier Failured class: safe Eps: 0.000431060791015625
File:val_3388.JPEG Class: refrigerator Failured class: lighter Eps: 0.031818389892578125
File:val_3439.JPEG Class: beaker Failured class: measuring_cup Eps: 0.014041900634765625
File:val_3455.JPEG Class: dishwasher Failured class: dishwasher Eps: 0.007671356201171875
File:val_3616.JPEG Class: chiffonier Failured class: crate Eps: 0.014682769775390625
File:val_4328.JPEG Class: Windsor_tie Failured class: Windsor_tie Eps: 0.000514984130859375
File:val_4641.JPEG Class: plate_rack Failured class: rotisserie Eps: 9.5367431640625e-05
File:val_4657.JPEG Class: sunscreen Failured class: lotion Eps: 0.000644683837890625
File:val_4690.JPEG Class: lotion Failured class: mosquito_net Eps: 0.016040802001953125
File:val_4787.JPEG Class: wardrobe Failured class: shower_curtain Eps: 6.4849853515625e-05
File:val_4793.JPEG Class: moving_van Failured class: moving_van Eps: 0.015254974365234375
File:val_4812.JPEG Class: chiffonier Failured class: chiffonier Eps: 0.021587371826171875
File:val_4840.JPEG Class: screen Failured class: bolo_tie Eps: 0.001316070556640625
File:val_4872.JPEG Class: tobacco_shop Failured class: tobacco_shop Eps: 0.023525238037109375
File:val_5088.JPEG Class: nipple Failured class: packet Eps: 0.015216827392578125
File:val_5615.JPEG Class: milk_can Failured class: milk_can Eps: 0.053905487060546875
File:val_5806.JPEG Class: tobacco_shop Failured class: rotisserie Eps: 0.013202667236328125
File:val_5836.JPEG Class: punching_bag Failured class: punching_bag Eps: 0.044384002685546875
File:val_5837.JPEG Class: safe Failured class: safe Eps: 0.000270843505859375
File:val_6432.JPEG Class: screen Failured class: shower_curtain Eps: 0.10161209106445312
File:val_6548.JPEG Class: dishwasher Failured class: refrigerator Eps: 0.030536651611328125
File:val_6633.JPEG Class: safe Failured class: switch Eps: 0.014286041259765625
File:val_6648.JPEG Class: fox_squirrel Failured class: fox_squirrel Eps: 0.001186370849609375
File:val_6857.JPEG Class: safety_pin Failured class: safety_pin Eps: 0.08044052124023438
File:val_6884.JPEG Class: moving_van Failured class: moving_van Eps: 0.10752487182617188
File:val_7014.JPEG Class: entertainment_center Failured class: entertainment_center Eps: 0.000850677490234375
File:val_7031.JPEG Class: nipple Failured class: nipple Eps: 0.014629364013671875
File:val_7177.JPEG Class: book_jacket Failured class: cassette Eps: 1.9073486328125e-05
File:val_7335.JPEG Class: tobacco_shop Failured class: espresso_maker Eps: 0.000659942626953125
File:val_7437.JPEG Class: nipple Failured class: nipple Eps: 0.034221649169921875
File:val_7672.JPEG Class: tobacco_shop Failured class: tobacco_shop Eps: 0.030376434326171875
File:val_8721.JPEG Class: rotisserie Failured class: rotisserie Eps: 0.037975311279296875
File:val_9235.JPEG Class: lotion Failured class: lotion Eps: 0.009883880615234375
File:val_9243.JPEG Class: chiffonier Failured class: crate Eps: 0.005496978759765625
File:val_9317.JPEG Class: plate_rack Failured class: plate_rack Eps: 0.001354217529296875
File:val_9490.JPEG Class: refrigerator Failured class: refrigerator Eps: 0.054347991943359375
File:val_9859.JPEG Class: ocarina Failured class: ocarina Eps: 0.005977630615234375
File:val_3.JPEG Class: tub Failured class: bathtub Eps: 0.000812530517578125
File:val_4.JPEG Class: plunger Failured class: plunger Eps: 0.017040252685546875
File:val_60.JPEG Class: bathtub Failured class: bassinet Eps: 0.031635284423828125
File:val_383.JPEG Class: affenpinscher Failured class: affenpinscher Eps: 0.000896453857421875
File:val_716.JPEG Class: bathtub Failured class: tick Eps: 0.014682769775390625
File:val_1022.JPEG Class: bathtub Failured class: hamster Eps: 0.008991241455078125
File:val_1220.JPEG Class: Loafer Failured class: Loafer Eps: 0.005641937255859375
File:val_1357.JPEG Class: cradle Failured class: bolo_tie Eps: 0.000354766845703125
File:val_1484.JPEG Class: wok Failured class: wok Eps: 0.009685516357421875
File:val_1493.JPEG Class: bathtub Failured class: skunk Eps: 0.051959991455078125
File:val_1723.JPEG Class: German_short-haired_pointer Failured class: electric_ray Eps: 0.006198883056640625
../../../tiny-imagenet-200/val/images/val_1795.JPEG was skipped due to a ValueError.
File:val_2214.JPEG Class: plate_rack Failured class: Chesapeake_Bay_retriever Eps: 0.000522613525390625
File:val_2220.JPEG Class: lotion Failured class: can_opener Eps: 0.000186920166015625
File:val_2260.JPEG Class: plate_rack Failured class: plate_rack Eps: 0.000194549560546875
File:val_2320.JPEG Class: screen Failured class: rotisserie Eps: 0.000949859619140625
File:val_2435.JPEG Class: studio_couch Failured class: studio_couch Eps: 0.005245208740234375
File:val_2484.JPEG Class: bathtub Failured class: plunger Eps: 0.028217315673828125
File:val_2912.JPEG Class: Windsor_tie Failured class: affenpinscher Eps: 0.008747100830078125
File:val_3037.JPEG Class: marmoset Failured class: hamster Eps: 0.003147125244140625
File:val_3039.JPEG Class: mortar Failured class: axolotl Eps: 0.023914337158203125
File:val_3087.JPEG Class: bathtub Failured class: jigsaw_puzzle Eps: 0.09685134887695312
File:val_3318.JPEG Class: tub Failured class: bucket Eps: 0.050373077392578125
File:val_3743.JPEG Class: nipple Failured class: nipple Eps: 0.000942230224609375
File:val_4273.JPEG Class: bathtub Failured class: bathtub Eps: 0.010601043701171875
File:val_4662.JPEG Class: chain_saw Failured class: chain_saw Eps: 0.015560150146484375
File:val_4874.JPEG Class: bathtub Failured class: bathtub Eps: 0.07209396362304688
File:val_4957.JPEG Class: tub Failured class: tub Eps: 0.000911712646484375
File:val_4994.JPEG Class: guillotine Failured class: crutch Eps: 0.10396194458007812
File:val_5013.JPEG Class: washbasin Failured class: washbasin Eps: 0.07043075561523438
File:val_5030.JPEG Class: cradle Failured class: cradle Eps: 0.001598358154296875
File:val_5051.JPEG Class: mobile_home Failured class: mobile_home Eps: 0.004421234130859375
File:val_5238.JPEG Class: airship Failured class: projectile Eps: 0.012149810791015625
File:val_5348.JPEG Class: nipple Failured class: pajama Eps: 0.059543609619140625
File:val_5352.JPEG Class: fox_squirrel Failured class: fox_squirrel Eps: 0.014461517333984375
File:val_5815.JPEG Class: fire_screen Failured class: prayer_rug Eps: 0.06898880004882812
File:val_6150.JPEG Class: redbone Failured class: redbone Eps: 0.017894744873046875
File:val_6711.JPEG Class: fire_screen Failured class: beaker Eps: 1.9073486328125e-05
File:val_6766.JPEG Class: Crock_Pot Failured class: bathtub Eps: 0.005634307861328125
File:val_7504.JPEG Class: bathtub Failured class: bathtub Eps: 0.034725189208984375
File:val_7620.JPEG Class: frying_pan Failured class: mixing_bowl Eps: 0.013050079345703125
File:val_7716.JPEG Class: bobsled Failured class: bobsled Eps: 0.008159637451171875
File:val_7986.JPEG Class: meat_loaf Failured class: meat_loaf Eps: 0.030300140380859375
File:val_8357.JPEG Class: overskirt Failured class: overskirt Eps: 0.005123138427734375
File:val_9052.JPEG Class: red-breasted_merganser Failured class: platypus Eps: 0.005756378173828125
File:val_9188.JPEG Class: bathtub Failured class: bathtub Eps: 0.10453414916992188
File:val_9203.JPEG Class: chiffonier Failured class: amphibian Eps: 0.001804351806640625
File:val_9377.JPEG Class: punching_bag Failured class: overskirt Eps: 0.006305694580078125
File:val_9787.JPEG Class: bathtub Failured class: bathtub Eps: 0.029201507568359375
File:val_9875.JPEG Class: pick Failured class: pick Eps: 0.002529144287109375
File:val_5.JPEG Class: teddy Failured class: wool Eps: 0.2687568664550781
File:val_85.JPEG Class: Sealyham_terrier Failured class: Sealyham_terrier Eps: 0.007198333740234375
File:val_678.JPEG Class: Windsor_tie Failured class: Windsor_tie Eps: 2.6702880859375e-05
File:val_791.JPEG Class: Dandie_Dinmont Failured class: Dandie_Dinmont Eps: 0.003398895263671875
File:val_793.JPEG Class: American_black_bear Failured class: Staffordshire_bullterrier Eps: 0.000308990478515625
File:val_895.JPEG Class: lesser_panda Failured class: acorn Eps: 0.005573272705078125
File:val_976.JPEG Class: teddy Failured class: jigsaw_puzzle Eps: 0.22642898559570312
File:val_1152.JPEG Class: frilled_lizard Failured class: fox_squirrel Eps: 0.006580352783203125
File:val_1253.JPEG Class: cheetah Failured class: teddy Eps: 0.07548904418945312
File:val_1394.JPEG Class: earthstar Failured class: earthstar Eps: 0.002574920654296875
File:val_1415.JPEG Class: squirrel_monkey Failured class: squirrel_monkey Eps: 0.027919769287109375
File:val_1901.JPEG Class: teddy Failured class: prayer_rug Eps: 0.13191604614257812
File:val_2931.JPEG Class: Kerry_blue_terrier Failured class: Kerry_blue_terrier Eps: 0.000591278076171875
File:val_3153.JPEG Class: teddy Failured class: teddy Eps: 0.003185272216796875
File:val_3224.JPEG Class: earthstar Failured class: teddy Eps: 0.012882232666015625
File:val_3783.JPEG Class: muzzle Failured class: teddy Eps: 0.011310577392578125
File:val_3816.JPEG Class: neck_brace Failured class: neck_brace Eps: 0.002513885498046875
File:val_3819.JPEG Class: guillotine Failured class: worm_fence Eps: 0.002979278564453125
../../../tiny-imagenet-200/val/images/val_3928.JPEG was skipped due to a ValueError.
File:val_4034.JPEG Class: Irish_water_spaniel Failured class: tarantula Eps: 0.034168243408203125
File:val_4356.JPEG Class: komondor Failured class: komondor Eps: 0.000530242919921875
File:val_4370.JPEG Class: overskirt Failured class: bearskin Eps: 0.001926422119140625
File:val_4432.JPEG Class: teddy Failured class: toy_poodle Eps: 0.09306716918945312
File:val_4582.JPEG Class: teddy Failured class: teddy Eps: 0.06394577026367188
File:val_4801.JPEG Class: sidewinder Failured class: sidewinder Eps: 0.000148773193359375
File:val_5043.JPEG Class: bearskin Failured class: bearskin Eps: 0.023174285888671875
File:val_5068.JPEG Class: wire-haired_fox_terrier Failured class: Bedlington_terrier Eps: 0.000873565673828125
File:val_5107.JPEG Class: otterhound Failured class: fox_squirrel Eps: 0.000797271728515625
File:val_5112.JPEG Class: Kerry_blue_terrier Failured class: Lakeland_terrier Eps: 0.044254302978515625
File:val_5351.JPEG Class: teddy Failured class: teddy Eps: 0.15832138061523438
../../../tiny-imagenet-200/val/images/val_5413.JPEG was skipped due to a ValueError.
File:val_5459.JPEG Class: teddy Failured class: cocker_spaniel Eps: 0.040958404541015625
File:val_5664.JPEG Class: teddy Failured class: teddy Eps: 0.20069503784179688
File:val_5938.JPEG Class: earthstar Failured class: earthstar Eps: 5.7220458984375e-05
File:val_6135.JPEG Class: thresher Failured class: thresher Eps: 0.037792205810546875
File:val_6144.JPEG Class: teddy Failured class: teddy Eps: 0.08791732788085938
File:val_6285.JPEG Class: teddy Failured class: teddy Eps: 0.2680931091308594
File:val_6595.JPEG Class: ocarina Failured class: earthstar Eps: 0.000705718994140625
File:val_6797.JPEG Class: affenpinscher Failured class: affenpinscher Eps: 0.000225067138671875
File:val_6802.JPEG Class: pickelhaube Failured class: breastplate Eps: 0.000247955322265625
File:val_7181.JPEG Class: teddy Failured class: teddy Eps: 0.026576995849609375
File:val_7497.JPEG Class: polecat Failured class: hamster Eps: 0.001880645751953125
File:val_8261.JPEG Class: teddy Failured class: chow Eps: 0.059589385986328125
File:val_8345.JPEG Class: teddy Failured class: teddy Eps: 0.14129257202148438
File:val_8844.JPEG Class: otterhound Failured class: Dandie_Dinmont Eps: 0.019290924072265625
File:val_8921.JPEG Class: lion Failured class: teddy Eps: 0.14245986938476562
File:val_9147.JPEG Class: custard_apple Failured class: custard_apple Eps: 0.000896453857421875
File:val_9320.JPEG Class: teddy Failured class: mitten Eps: 0.22554397583007812
File:val_9476.JPEG Class: maraca Failured class: maraca Eps: 0.011196136474609375
File:val_9529.JPEG Class: fox_squirrel Failured class: fox_squirrel Eps: 0.000148773193359375
File:val_6.JPEG Class: espresso_maker Failured class: espresso_maker Eps: 0.017208099365234375
File:val_420.JPEG Class: throne Failured class: milk_can Eps: 0.000110626220703125
File:val_604.JPEG Class: bulletproof_vest Failured class: cleaver Eps: 0.002933502197265625
File:val_657.JPEG Class: hatchet Failured class: revolver Eps: 0.003376007080078125
File:val_666.JPEG Class: thresher Failured class: thresher Eps: 0.07365036010742188
File:val_675.JPEG Class: sewing_machine Failured class: jigsaw_puzzle Eps: 0.13182449340820312
File:val_686.JPEG Class: Windsor_tie Failured class: Windsor_tie Eps: 0.019100189208984375
File:val_849.JPEG Class: sewing_machine Failured class: sewing_machine Eps: 0.001827239990234375
File:val_1098.JPEG Class: tobacco_shop Failured class: tobacco_shop Eps: 0.028316497802734375
File:val_1154.JPEG Class: sewing_machine Failured class: sewing_machine Eps: 0.09634017944335938
File:val_1567.JPEG Class: neck_brace Failured class: jigsaw_puzzle Eps: 0.08473587036132812
File:val_1601.JPEG Class: sewing_machine Failured class: space_shuttle Eps: 0.018711090087890625
File:val_1673.JPEG Class: typewriter_keyboard Failured class: typewriter_keyboard Eps: 0.000225067138671875
File:val_2116.JPEG Class: space_bar Failured class: oil_filter Eps: 0.007633209228515625
File:val_2230.JPEG Class: sewing_machine Failured class: revolver Eps: 0.000736236572265625
File:val_2769.JPEG Class: sewing_machine Failured class: whiskey_jug Eps: 0.001804351806640625
File:val_2963.JPEG Class: space_shuttle Failured class: sewing_machine Eps: 0.023822784423828125
File:val_2973.JPEG Class: tobacco_shop Failured class: revolver Eps: 0.013278961181640625
File:val_3211.JPEG Class: pajama Failured class: fur_coat Eps: 0.047290802001953125
File:val_3256.JPEG Class: sewing_machine Failured class: sewing_machine Eps: 0.13494491577148438
File:val_3650.JPEG Class: chain_saw Failured class: cassette Eps: 0.019092559814453125
